problem_id,domain,problem,previous_steps,current_step,next_step,step_index,label,error_type,explanation,source
calc-5581,calculus,Найдите производную функции f(x)=x^2 sin x.,,Используем правило произведения.,"(x^2)'=2x, (sin x)'=cos x.",1,correct,none,Правило выбрано верно.,toy_synthetic_baseline
calc-5581,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,Производная sin x равна -cos x.,,2,incorrect,wrong_formula,Производная sin x равна cos x.,toy_synthetic_baseline
calc-5581,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,После дифференцирования получаем итоговую формулу.,,2,suspicious,invalid_transition,Не показаны производные множителей и подстановка в правило.,toy_synthetic_baseline
calc-5581,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,"Следовательно, f'(x)=2x sin x.",,3,incomplete,invalid_transition,Пропущен второй член x^2 cos x.,toy_synthetic_baseline
mat-1-5--3-5-9004,linear_algebra,"Найдите determinant матрицы [[1, 5], [-3, 5]].",,det A = 1*5 - 5*-3.,det A = 20.,1,correct,none,Формула определителя 2x2 записана верно.,toy_synthetic_baseline
mat-1-5--3-5-9004,linear_algebra,"Найдите determinant матрицы [[1, 5], [-3, 5]].",,det A = 1*5 + 5*-3 = -10.,,1,incorrect,sign_error,В формуле определителя нужен минус.,toy_synthetic_baseline
mat-1-5--3-5-9004,linear_algebra,"Найдите determinant матрицы [[1, 5], [-3, 5]].",det A = 1*5 - 5*-3.,Ответ: det A = 20.,,2,correct,none,Ответ согласован с вычислением.,toy_synthetic_baseline
int-2-1282,calculus,Найдите неопределённый интеграл ∫ x^2 dx.,,Используем степенную формулу интегрирования.,,1,correct,none,Выбрана подходящая формула.,toy_synthetic_baseline
int-2-1282,calculus,Найдите неопределённый интеграл ∫ x^2 dx.,Используем степенную формулу интегрирования.,∫ x^2 dx = x^3/3 + C.,,2,correct,none,Интеграл найден верно.,toy_synthetic_baseline
int-2-1282,calculus,Найдите неопределённый интеграл ∫ x^2 dx.,Используем степенную формулу интегрирования.,∫ x^2 dx = 2x^1 + C.,,2,incorrect,wrong_formula,Использована формула производной вместо интеграла.,toy_synthetic_baseline
prob-5-3-7046,probability,В урне 5 красных и 3 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,,Вероятность первого красного шара равна 5/8.,Вероятность второго красного шара равна 4/7.,1,correct,none,Вероятность первого выбора записана верно.,toy_synthetic_baseline
prob-5-3-7046,probability,В урне 5 красных и 3 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 5/8.,Вероятность второго красного шара равна 5/8.,Перемножаем вероятности.,2,incorrect,probability_without_replacement,После первого выбора состав урны меняется.,toy_synthetic_baseline
prob-5-3-7046,probability,В урне 5 красных и 3 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 5/8.,Вероятность второго события аналогична первому.,Перемножаем вероятности.,2,suspicious,probability_without_replacement,Фраза скрывает условную вероятность при выборе без возвращения.,toy_synthetic_baseline
prob-5-3-7046,probability,В урне 5 красных и 3 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 5/8.,"Следовательно, вероятности нужно перемножить.",,3,incomplete,missing_condition,Не показана условная вероятность второго события.,toy_synthetic_baseline
chain-6-6419,calculus,Найдите производную функции f(x)=sin(6x).,,Используем правило цепочки.,f'(x)=6cos(6x).,1,correct,none,Правильно выбрано правило цепочки.,toy_synthetic_baseline
chain-6-6419,calculus,Найдите производную функции f(x)=sin(6x).,Используем правило цепочки.,f'(x)=cos(6x).,,2,incomplete,wrong_formula,Пропущен множитель внутренней производной.,toy_synthetic_baseline
chain-6-6419,calculus,Найдите производную функции f(x)=sin(6x).,Используем правило цепочки.,f'(x)=-6cos(6x).,,2,incorrect,sign_error,У производной sin знак положительный.,toy_synthetic_baseline
lineq-9-1--8-9779,algebra,Решите линейное уравнение 9x + 1 = -8.,,Отсюда следует 9x = -9.,x = -9/9 = -1.,1,correct,none,Свободный член перенесён корректно.,toy_synthetic_baseline
